#OLD_LOCUS,NEW_LOCUS,UPDATE_TYPE,UPDATE_DETAIL
            FOXG_00114.2,FOXG_00114.2,UNCHANGED,
            FOXG_00115.2,FOXG_00115.2,UNCHANGED,
            FOXG_00116.2,FOXG_00116.2,UNCHANGED,
            FOXG_00117.2,FOXG_00117.2,UNCHANGED,
            FOXG_00118.2,FOXG_00118.2,UNCHANGED,
            FOXG_00119.2,FOXG_00119.2,UNCHANGED,
            FOXG_00120.2,FOXG_00120.2,UNCHANGED,
            FOXG_00121.2,FOXG_00121.2,UNCHANGED,
            FOXG_00122.2,FOXG_00122.2,UNCHANGED,
            FOXG_00123.2,FOXG_00123.2,UNCHANGED,
            FOXG_00124.2,FOXG_00124.2,UNCHANGED,
            FOXG_00125.2,FOXG_00125.2,UNCHANGED,
            FOXG_00126.2,FOXG_00126.2,UNCHANGED,
            FOXG_00127.2,FOXG_00127.2,UNCHANGED,
            FOXG_00128.2,FOXG_00128.2,UNCHANGED,
            FOXG_00129.2,FOXG_00129.2,UNCHANGED,
            FOXG_00130.2,FOXG_00130.2,CHANGE,TRUNCATED_NEW_STOP
            FOXG_00131.2,FOXG_00131.2,UNCHANGED,
            FOXG_00132.2,FOXG_00132.2,UNCHANGED,
            FOXG_00133.2,FOXG_00133.2,UNCHANGED,
            FOXG_00134.2,FOXG_00134.2,CHANGE,EXTENDED
            FOXG_00135.2,FOXG_00135.2,UNCHANGED,
            FOXG_00136.2,FOXG_00136.2,UNCHANGED,
            FOXG_00137.2,FOXG_00137.2,UNCHANGED,
            FOXG_00138.2,FOXG_00138.2,UNCHANGED,
            FOXG_00139.2,FOXG_00139.2,UNCHANGED,
            FOXG_00140.2,FOXG_00140.2,UNCHANGED,
            FOXG_00141.2,FOXG_00141.2,UNCHANGED,
            FOXG_00142.2,FOXG_00142.2,UNCHANGED,
            FOXG_00143.2,FOXG_00143.2,UNCHANGED,
            FOXG_00144.2,FOXG_00144.2,UNCHANGED,
            FOXG_00145.2,FOXG_00145.2,UNCHANGED,
            FOXG_00146.2,FOXG_00146.2,CHANGE,TRUNCATED_NEW_STOP
            FOXG_00147.2,FOXG_00147.2,UNCHANGED,
            FOXG_00148.2,FOXG_00148.2,UNCHANGED,
            FOXG_00149.2,FOXG_00149.2,UNCHANGED,
            FOXG_00150.2,FOXG_00150.2,UNCHANGED,
            FOXG_00151.2,FOXG_00151.2,UNCHANGED,
            FOXG_00152.2,FOXG_00152.2,UNCHANGED,
            FOXG_00153.2,FOXG_00153.2,UNCHANGED,
            FOXG_00154.2,FOXG_00154.2,UNCHANGED,
            FOXG_00155.2,FOXG_00155.2,UNCHANGED,
            FOXG_00156.2,FOXG_00156.2,UNCHANGED,
            FOXG_00157.2,FOXG_00157.2,UNCHANGED,
            FOXG_00158.2,FOXG_00158.2,UNCHANGED,
            FOXG_00159.2,FOXG_00159.2,CHANGE,SHIFT
            FOXG_00160.2,FOXG_00160.2,UNCHANGED,
            FOXG_00161.2,FOXG_00161.2,UNCHANGED,
            FOXG_00162.2,FOXG_00162.2,UNCHANGED,
            FOXG_00163.2,FOXG_00163.2,UNCHANGED,
            FOXG_00164.2,FOXG_00164.2,UNCHANGED,
            FOXG_00165.2,FOXG_00165.2,UNCHANGED,
            FOXG_00166.2,FOXG_00166.2,UNCHANGED,
            FOXG_00167.2,FOXG_00167.2,UNCHANGED,
            FOXG_00168.2,FOXG_00168.2,UNCHANGED,
            FOXG_00169.2,FOXG_00169.2,UNCHANGED,
            FOXG_00170.2,FOXG_00170.2,UNCHANGED,
            FOXG_00171.2,FOXG_00171.2,UNCHANGED,
            FOXG_00172.2,FOXG_00172.2,UNCHANGED,
            FOXG_00173.2,FOXG_00173.2,UNCHANGED,
            FOXG_00174.2,FOXG_00174.2,UNCHANGED,
            FOXG_00175.2,FOXG_00175.2,UNCHANGED,
            FOXG_00176.2,FOXG_00176.2,UNCHANGED,
            FOXG_00177.2,FOXG_00177.2,UNCHANGED,
            FOXG_00178.2,FOXG_00178.2,UNCHANGED,
            FOXG_00179.2,FOXG_00179.2,UNCHANGED,
            FOXG_00180.2,FOXG_00180.2,UNCHANGED,
            FOXG_00181.2,FOXG_00181.2,UNCHANGED,
            FOXG_00182.2,FOXG_00182.2,UNCHANGED,
            FOXG_00183.2,FOXG_00183.2,UNCHANGED,
            FOXG_00184.2,FOXG_00184.2,UNCHANGED,
            FOXG_00185.2,FOXG_00185.2,UNCHANGED,
            FOXG_00186.2,FOXG_00186.2,UNCHANGED,
            FOXG_00187.2,FOXG_00187.2,UNCHANGED,
            FOXG_00188.2,FOXG_00188.2,UNCHANGED,
            FOXG_00189.2,FOXG_00189.2,UNCHANGED,
            FOXG_00190.2,FOXG_00190.2,UNCHANGED,
            FOXG_00191.2,FOXG_00191.2,UNCHANGED,
            FOXG_00192.2,FOXG_00192.2,UNCHANGED,
            FOXG_00193.2,FOXG_00193.2,UNCHANGED,
            FOXG_00194.2,FOXG_00194.2,UNCHANGED,
            FOXG_00195.2,FOXG_00195.2,UNCHANGED,
            FOXG_00196.2,FOXG_00196.2,UNCHANGED,
            FOXG_00197.2,FOXG_00197.2,UNCHANGED,
            FOXG_00198.2,FOXG_00198.2,UNCHANGED,
            FOXG_00199.2,FOXG_00199.2,UNCHANGED,
            FOXG_00200.2,FOXG_00200.2,UNCHANGED,
            FOXG_00201.2,FOXG_00201.2,UNCHANGED,
            FOXG_00202.2,FOXG_00202.2,UNCHANGED,
            FOXG_00203.2,FOXG_00203.2,UNCHANGED,
            FOXG_00204.2,FOXG_00204.2,UNCHANGED,
            FOXG_00205.2,FOXG_00205.2,UNCHANGED,
            FOXG_00206.2,FOXG_00206.2,UNCHANGED,
            FOXG_00207.2,FOXG_00207.2,UNCHANGED,
            FOXG_00208.2,FOXG_00208.2,UNCHANGED,
            FOXG_00209.2,FOXG_00209.2,UNCHANGED,
            FOXG_00210.2,FOXG_00210.2,UNCHANGED,
            FOXG_00211.2,FOXG_00211.2,UNCHANGED,
            FOXG_00212.2,FOXG_00212.2,CHANGE,SHIFT
            FOXG_00213.2,FOXG_00213.2,UNCHANGED,
            FOXG_00214.2,FOXG_00214.2,UNCHANGED,
            FOXG_00215.2,FOXG_00215.2,CHANGE,TRUNCATED_NEW_STOP
            FOXG_00216.2,FOXG_00216.2,UNCHANGED,
            FOXG_00217.2,FOXG_00217.2,UNCHANGED,
            FOXG_00218.2,FOXG_00218.2,UNCHANGED,
            FOXG_00219.2,FOXG_00219.2,UNCHANGED,
            FOXG_00220.2,FOXG_00220.2,UNCHANGED,
            FOXG_00221.2,FOXG_00221.2,UNCHANGED,
            FOXG_00222.2,FOXG_00222.2,UNCHANGED,
            FOXG_00223.2,FOXG_00223.2,UNCHANGED,
            FOXG_00224.2,FOXG_00224.2,UNCHANGED,
            FOXG_00225.2,FOXG_00225.2,CHANGE,SHIFT
            FOXG_00226.2,FOXG_00226.2,UNCHANGED,
            FOXG_00227.2,FOXG_00227.2,UNCHANGED,
            FOXG_00228.2,FOXG_00228.2,UNCHANGED,
            FOXG_00229.2,FOXG_00229.2,CHANGE,TRUNCATED_NEW_STOP
            FOXG_00230.2,FOXG_00230.2,UNCHANGED,
            FOXG_00231.2,FOXG_00231.2,UNCHANGED,
            FOXG_00232.2,FOXG_00232.2,CHANGE,TRUNCATED_NEW_START
            FOXG_00233.2,FOXG_00233.2,UNCHANGED,
            FOXG_00234.2,FOXG_00234.2,UNCHANGED,
            FOXG_00235.2,FOXG_00235.2,UNCHANGED,
            FOXG_00236.2,FOXG_00236.2,UNCHANGED,
            FOXG_00237.2,FOXG_00237.2,CHANGE,SHIFT
            FOXG_00238.2,FOXG_00238.2,UNCHANGED,
            FOXG_00239.2,FOXG_00239.2,UNCHANGED,
            FOXG_00240.2,FOXG_00240.2,UNCHANGED,
            FOXG_00241.2,FOXG_00241.2,UNCHANGED,
            FOXG_00242.2,FOXG_00242.2,UNCHANGED,
            FOXG_00243.2,FOXG_00243.2,UNCHANGED,
            FOXG_00244.2,FOXG_00244.2,UNCHANGED,
            FOXG_00245.2,FOXG_00245.2,UNCHANGED,
            FOXG_00246.2,,DELETE,
            FOXG_00247.2,FOXG_00247.2,UNCHANGED,
            FOXG_00248.2,FOXG_00248.2,UNCHANGED,
            FOXG_00249.2,FOXG_00249.2,UNCHANGED,
            FOXG_00250.2,FOXG_00250.2,UNCHANGED,
            FOXG_00251.2,FOXG_00251.2,UNCHANGED,
            FOXG_00252.2,FOXG_00252.2,UNCHANGED,
            FOXG_00253.2,FOXG_00253.2,UNCHANGED,
            FOXG_00254.2,FOXG_00254.2,UNCHANGED,
            FOXG_00255.2,FOXG_00255.2,UNCHANGED,
            FOXG_00256.2,FOXG_00256.2,UNCHANGED,
            FOXG_00257.2,FOXG_00257.2,UNCHANGED,
            FOXG_00258.2,FOXG_00258.2,UNCHANGED,
            FOXG_00259.2,FOXG_00259.2,UNCHANGED,
            FOXG_00260.2,FOXG_00260.2,UNCHANGED,
            FOXG_00261.2,FOXG_00261.2,UNCHANGED,
            FOXG_00262.2,FOXG_00262.2,UNCHANGED,
            FOXG_00263.2,FOXG_00263.2,UNCHANGED,
            FOXG_00264.2,FOXG_00264.2,UNCHANGED,
            FOXG_00265.2,FOXG_00265.2,UNCHANGED,
            FOXG_00266.2,FOXG_00266.2,UNCHANGED,
            FOXG_00267.2,FOXG_00267.2,UNCHANGED,
            FOXG_00268.2,FOXG_00268.2,UNCHANGED,
            FOXG_00269.2,FOXG_00269.2,UNCHANGED,
            FOXG_00270.2,FOXG_00270.2,UNCHANGED,
            FOXG_00271.2,FOXG_00271.2,UNCHANGED,
            FOXG_00272.2,FOXG_00272.2,UNCHANGED,
            FOXG_00273.2,FOXG_00273.2,UNCHANGED,
            FOXG_00274.2,FOXG_00274.2,UNCHANGED,
            FOXG_00275.2,FOXG_00275.2,UNCHANGED,
            FOXG_00276.2,FOXG_00276.2,UNCHANGED,
            FOXG_00277.2,FOXG_00277.2,UNCHANGED,
            FOXG_00278.2,FOXG_00278.2,UNCHANGED,
            FOXG_00279.2,FOXG_00279.2,UNCHANGED,
            FOXG_00280.2,FOXG_00280.2,UNCHANGED,
            FOXG_00281.2,FOXG_00281.2,UNCHANGED,
            FOXG_00282.2,FOXG_00282.2,UNCHANGED,
            FOXG_00283.2,FOXG_00283.2,UNCHANGED,
            FOXG_00284.2,FOXG_00284.2,UNCHANGED,
            FOXG_00285.2,FOXG_00285.2,UNCHANGED,
            FOXG_00286.2,FOXG_00286.2,UNCHANGED,
            FOXG_00287.2,FOXG_00287.2,UNCHANGED,
            FOXG_00288.2,FOXG_00288.2,UNCHANGED,
            FOXG_00289.2,FOXG_00289.2,UNCHANGED,
            FOXG_00290.2,FOXG_00290.2,UNCHANGED,
            FOXG_00291.2,FOXG_00291.2,UNCHANGED,
            FOXG_00292.2,FOXG_00292.2,UNCHANGED,
            FOXG_00293.2,FOXG_00293.2,UNCHANGED,
            FOXG_00294.2,FOXG_00294.2,UNCHANGED,
            FOXG_00295.2,FOXG_00295.2,UNCHANGED,
            FOXG_00296.2,FOXG_00296.2,UNCHANGED,
            FOXG_00297.2,FOXG_00297.2,UNCHANGED,
            FOXG_00298.2,FOXG_00298.2,CHANGE,EXTENDED
            FOXG_00299.2,FOXG_00299.2,UNCHANGED,
            FOXG_00300.2,FOXG_00300.2,UNCHANGED,
            FOXG_00301.2,FOXG_00301.2,UNCHANGED,
            FOXG_00302.2,FOXG_00302.2,CHANGE,TRUNCATED
            FOXG_00303.2,FOXG_00303.2,UNCHANGED,
            FOXG_00304.2,FOXG_00304.2,UNCHANGED,
            FOXG_00305.2,FOXG_00305.2,UNCHANGED,
            FOXG_00306.2,FOXG_00306.2,UNCHANGED,
            FOXG_00307.2,FOXG_00307.2,UNCHANGED,
            FOXG_00308.2,FOXG_00308.2,CHANGE,EXTENDED_NEW_STOP
            FOXG_00309.2,FOXG_00309.2,UNCHANGED,
            FOXG_00310.2,FOXG_00310.2,UNCHANGED,
            FOXG_00311.2,FOXG_00311.2,UNCHANGED,
            FOXG_00312.2,FOXG_00312.2,UNCHANGED,
            FOXG_00313.2,FOXG_00313.2,UNCHANGED,
            FOXG_00314.2,FOXG_00314.2,UNCHANGED,
            FOXG_00315.2,FOXG_00315.2,UNCHANGED,
            FOXG_00316.2,FOXG_00316.2,UNCHANGED,
            FOXG_00317.2,FOXG_00317.2,UNCHANGED,
            FOXG_00318.2,FOXG_00318.2,UNCHANGED,
            FOXG_00319.2,FOXG_00319.2,UNCHANGED,
            FOXG_00320.2,,DELETE,
            FOXG_00321.2,FOXG_00321.2,UNCHANGED,
            FOXG_00322.2,FOXG_00322.2,UNCHANGED,
            FOXG_00323.2,FOXG_00323.2,UNCHANGED,
            FOXG_00324.2,FOXG_00324.2,UNCHANGED,
            FOXG_00325.2,FOXG_00325.2,UNCHANGED,
            FOXG_00326.2,FOXG_00326.2,UNCHANGED,
            FOXG_00327.2,FOXG_00327.2,UNCHANGED,
            FOXG_00328.2,FOXG_00328.2,UNCHANGED,
            FOXG_00329.2,FOXG_00329.2,UNCHANGED,
            FOXG_00330.2,FOXG_00330.2,UNCHANGED,
            FOXG_00331.2,FOXG_00331.2,UNCHANGED,
            FOXG_00332.2,FOXG_00332.2,UNCHANGED,
            FOXG_00333.2,FOXG_00333.2,UNCHANGED,
            FOXG_00334.2,FOXG_00334.2,UNCHANGED,
            FOXG_00335.2,FOXG_00335.2,UNCHANGED,
            FOXG_00336.2,FOXG_00336.2,UNCHANGED,
            FOXG_00337.2,FOXG_00337.2,UNCHANGED,
            FOXG_00338.2,FOXG_00338.2,UNCHANGED,
            FOXG_00339.2,FOXG_00339.2,UNCHANGED,
            FOXG_00340.2,FOXG_00340.2,UNCHANGED,
            FOXG_00341.2,FOXG_00341.2,UNCHANGED,
            FOXG_00342.2,FOXG_00342.2,UNCHANGED,
            FOXG_00343.2,FOXG_00343.2,UNCHANGED,
            FOXG_00344.2,FOXG_00344.2,UNCHANGED,
            FOXG_00345.2,FOXG_00345.2,UNCHANGED,
            FOXG_00346.2,FOXG_00346.2,UNCHANGED,
            FOXG_00347.2,FOXG_00347.2,UNCHANGED,
            FOXG_00348.2,FOXG_00348.2,UNCHANGED,
            FOXG_00349.2,FOXG_00349.2,UNCHANGED,
            FOXG_00350.2,FOXG_00350.2,UNCHANGED,
            FOXG_00351.2,FOXG_00351.2,UNCHANGED,
            FOXG_00352.2,FOXG_00352.2,UNCHANGED,
            FOXG_00353.2,FOXG_00353.2,UNCHANGED,
            FOXG_00354.2,FOXG_00354.2,UNCHANGED,
            FOXG_00355.2,FOXG_00355.2,UNCHANGED,
            FOXG_00356.2,FOXG_00356.2,UNCHANGED,
            FOXG_00357.2,FOXG_00357.2,UNCHANGED,
            FOXG_00358.2,FOXG_00358.2,UNCHANGED,
            FOXG_00359.2,FOXG_00359.2,UNCHANGED,
            FOXG_00360.2,FOXG_00360.2,UNCHANGED,
            FOXG_00361.2,FOXG_00361.2,UNCHANGED,
            FOXG_00362.2,FOXG_00362.2,UNCHANGED,
            FOXG_00363.2,FOXG_00363.2,UNCHANGED,
            FOXG_00364.2,FOXG_00364.2,UNCHANGED,
            FOXG_00365.2,FOXG_00365.2,UNCHANGED,
            FOXG_00366.2,FOXG_00366.2,UNCHANGED,
            FOXG_00367.2,FOXG_00367.2,UNCHANGED,
            FOXG_00368.2,FOXG_00368.2,UNCHANGED,
            FOXG_00369.2,FOXG_00369.2,UNCHANGED,
            FOXG_00370.2,FOXG_00370.2,UNCHANGED,
            FOXG_00371.2,FOXG_00371.2,UNCHANGED,
            FOXG_00372.2,FOXG_00372.2,UNCHANGED,
            FOXG_00373.2,FOXG_00373.2,UNCHANGED,
            FOXG_00374.2,FOXG_00374.2,UNCHANGED,
            FOXG_00375.2,FOXG_00375.2,UNCHANGED,
            FOXG_00376.2,FOXG_00376.2,UNCHANGED,
            FOXG_00377.2,FOXG_00377.2,UNCHANGED,
            FOXG_00378.2,FOXG_00378.2,UNCHANGED,
            FOXG_00379.2,FOXG_00379.2,UNCHANGED,
            FOXG_00380.2,FOXG_00380.2,UNCHANGED,
            FOXG_00381.2,FOXG_00381.2,UNCHANGED,
            FOXG_00382.2,FOXG_00382.2,UNCHANGED,
            FOXG_00383.2,FOXG_00383.2,UNCHANGED,
            FOXG_00384.2,FOXG_00384.2,UNCHANGED,
            FOXG_00385.2,FOXG_00385.2,UNCHANGED,
            FOXG_00386.2,FOXG_00386.2,UNCHANGED,
            FOXG_00387.2,FOXG_00387.2,UNCHANGED,
            FOXG_00388.2,FOXG_00388.2,UNCHANGED,
            FOXG_00389.2,FOXG_00389.2,UNCHANGED,
            FOXG_00390.2,FOXG_00390.2,UNCHANGED,
            FOXG_00391.2,FOXG_00391.2,UNCHANGED,
            FOXG_00392.2,FOXG_00392.2,CHANGE,TRUNCATED_NEW_START
            FOXG_00393.2,FOXG_00393.2,UNCHANGED,
            FOXG_00394.2,FOXG_00394.2,UNCHANGED,
            FOXG_00395.2,FOXG_00395.2,UNCHANGED,
            FOXG_00396.2,FOXG_00396.2,UNCHANGED,
            FOXG_00397.2,FOXG_00397.2,UNCHANGED,
            FOXG_00398.2,FOXG_00398.2,UNCHANGED,
            FOXG_00399.2,FOXG_00399.2,UNCHANGED,
            FOXG_00400.2,FOXG_00400.2,UNCHANGED,
            FOXG_00401.2,FOXG_00401.2,UNCHANGED,
            FOXG_00402.2,FOXG_00402.2,UNCHANGED,
            FOXG_00403.2,FOXG_00403.2,UNCHANGED,
            FOXG_00404.2,FOXG_00404.2,UNCHANGED,
            FOXG_00405.2,FOXG_00405.2,UNCHANGED,
            FOXG_00406.2,FOXG_00406.2,UNCHANGED,
            FOXG_00407.2,FOXG_00407.2,UNCHANGED,
            FOXG_00408.2,FOXG_00408.2,UNCHANGED,
            FOXG_00409.2,FOXG_00409.2,UNCHANGED,
            FOXG_00410.2,FOXG_00410.2,UNCHANGED,
            FOXG_00411.2,FOXG_00411.2,UNCHANGED,
            FOXG_00412.2,FOXG_00412.2,UNCHANGED,
            FOXG_00413.2,FOXG_00413.2,CHANGE,SHIFT
            FOXG_00414.2,FOXG_00414.2,UNCHANGED,
            FOXG_00415.2,FOXG_00415.2,UNCHANGED,
            FOXG_00416.2,FOXG_00416.2,UNCHANGED,
            FOXG_00417.2,FOXG_00417.2,UNCHANGED,
            FOXG_00418.2,FOXG_00418.2,UNCHANGED,
            FOXG_00419.2,FOXG_00419.2,UNCHANGED,
            FOXG_00420.2,FOXG_00420.2,UNCHANGED,
            FOXG_00421.2,FOXG_00421.2,UNCHANGED,
            FOXG_00422.2,FOXG_00422.2,UNCHANGED,
            FOXG_00423.2,FOXG_00423.2,UNCHANGED,
            FOXG_00424.2,FOXG_00424.2,UNCHANGED,
            FOXG_00425.2,FOXG_00425.2,UNCHANGED,
            FOXG_00426.2,FOXG_00426.2,CHANGE,TRUNCATED_NEW_STOP
            FOXG_00427.2,FOXG_00427.2,UNCHANGED,
            FOXG_00428.2,FOXG_00428.2,UNCHANGED,
            FOXG_00429.2,FOXG_00429.2,UNCHANGED,
            FOXG_00430.2,FOXG_00430.2,UNCHANGED,
            FOXG_00431.2,FOXG_00431.2,UNCHANGED,
            FOXG_00432.2,FOXG_00432.2,UNCHANGED,
            FOXG_00433.2,FOXG_00433.2,CHANGE,TRUNCATED_NEW_STOP
            FOXG_00434.2,FOXG_00434.2,UNCHANGED,
            FOXG_00435.2,FOXG_00435.2,UNCHANGED,
            FOXG_00436.2,FOXG_00436.2,UNCHANGED,
            FOXG_00437.2,FOXG_00437.2,UNCHANGED,
            FOXG_00438.2,FOXG_00438.2,UNCHANGED,
            FOXG_00439.2,FOXG_00439.2,UNCHANGED,
            FOXG_00440.2,FOXG_00440.2,UNCHANGED,
            FOXG_00441.2,FOXG_00441.2,UNCHANGED,
            FOXG_00442.2,FOXG_00442.2,UNCHANGED,
            FOXG_00443.2,FOXG_00443.2,UNCHANGED,
            FOXG_00444.2,FOXG_00444.2,UNCHANGED,
            FOXG_00445.2,FOXG_00445.2,UNCHANGED,
            FOXG_00446.2,FOXG_00446.2,UNCHANGED,
            FOXG_00447.2,FOXG_00447.2,CHANGE,SHIFT
            FOXG_00448.2,FOXG_00448.2,UNCHANGED,
            FOXG_00449.2,FOXG_00449.2,UNCHANGED,
            FOXG_00450.2,FOXG_00450.2,UNCHANGED,
            FOXG_00451.2,FOXG_00451.2,UNCHANGED,
            FOXG_00452.2,FOXG_00452.2,UNCHANGED,
            FOXG_00453.2,FOXG_00453.2,UNCHANGED,
            FOXG_00454.2,FOXG_00454.2,UNCHANGED,
            FOXG_00455.2,FOXG_00455.2,UNCHANGED,
            FOXG_00456.2,FOXG_00456.2,UNCHANGED,
